Holdout,True Effect Size,Theoretical Alpha,Theoretical Beta,Sample Budget,Repetition,Seed,True Positive,False Positive,True Negative,False Negative,Average True Positive Samples,Simulated Alpha,Simulated Beta
0,0.25,0.001,0.8,1000,5,4181770750,1000,0,1000,0,306.1,0.0,1.0
0,0.25,0.001,0.8,1000,6,36769801,1000,8,992,0,309.475,0.008,1.0
0,0.25,0.001,0.8,1000,7,3819189398,1000,3,997,0,305.2,0.003,1.0
0,0.25,0.001,0.8,1000,8,2453635634,1000,0,1000,0,302.725,0.0,1.0
0,0.25,0.001,0.8,1000,9,307721952,1000,6,994,0,306.1,0.006,1.0
0,0.25,0.005,0.8,200,0,4210145353,785,13,987,215,129.64968152866243,0.013,0.785
0,0.25,0.005,0.8,200,1,1498061878,803,15,985,197,130.51058530510585,0.015,0.803
0,0.25,0.005,0.8,200,2,1208235302,805,10,990,195,130.65217391304347,0.01,0.805
0,0.25,0.005,0.8,200,3,4289015782,795,10,990,205,130.8490566037736,0.01,0.795
0,0.25,0.005,0.8,200,4,1968476395,789,11,989,211,132.6679340937896,0.011,0.789
0,0.25,0.005,0.8,200,5,1340886566,772,10,990,228,129.82512953367876,0.01,0.772
0,0.25,0.005,0.8,200,6,1761062770,808,17,983,192,130.38366336633663,0.017,0.808
0,0.25,0.005,0.8,200,7,2367355043,806,10,990,194,131.38957816377172,0.01,0.806
0,0.25,0.005,0.8,200,8,2344171921,775,15,985,225,128.1290322580645,0.015,0.775
0,0.25,0.005,0.8,200,9,294686108,797,15,985,203,130.70890840652447,0.015,0.797
0,0.25,0.005,0.8,500,0,1275122436,996,22,978,4,196.28514056224898,0.022,0.996
0,0.25,0.005,0.8,500,1,530403698,997,14,986,3,195.38615847542627,0.014,0.997
0,0.25,0.005,0.8,500,2,1072347745,999,10,990,1,193.2932932932933,0.01,0.999
0,0.25,0.005,0.8,500,3,1243055926,998,11,989,2,192.38476953907815,0.011,0.998
0,0.25,0.005,0.8,500,4,641325237,999,18,982,1,189.6896896896897,0.018,0.999
0,0.25,0.005,0.8,500,5,3574068313,998,20,980,2,189.67935871743487,0.02,0.998
0,0.25,0.005,0.8,500,6,1060996761,999,18,982,1,191.991991991992,0.018,0.999
0,0.25,0.005,0.8,500,7,3713402214,998,21,979,2,193.4869739478958,0.021,0.998
0,0.25,0.005,0.8,500,8,3913106340,996,17,983,4,192.6706827309237,0.017,0.996
0,0.25,0.005,0.8,500,9,2456454204,999,20,980,1,186.7867867867868,0.02,0.999
0,0.25,0.005,0.8,1000,0,159257297,1000,20,980,0,252.775,0.02,1.0
0,0.25,0.005,0.8,1000,1,3531283851,1000,22,978,0,253.0,0.022,1.0
0,0.25,0.005,0.8,1000,2,2870620363,1000,20,980,0,253.225,0.02,1.0
0,0.25,0.005,0.8,1000,3,1503733824,1000,22,978,0,253.9,0.022,1.0
0,0.25,0.005,0.8,1000,4,37980460,1000,21,979,0,255.25,0.021,1.0
0,0.25,0.005,0.8,1000,5,2039230316,1000,18,982,0,250.975,0.018,1.0
0,0.25,0.005,0.8,1000,6,219890906,1000,25,975,0,259.525,0.025,1.0
0,0.25,0.005,0.8,1000,7,1790568091,1000,18,982,0,254.8,0.018,1.0
0,0.25,0.005,0.8,1000,8,1036903990,1000,16,984,0,251.2,0.016,1.0
0,0.25,0.005,0.8,1000,9,3475398644,1000,15,985,0,248.05,0.015,1.0
0,0.25,0.01,0.8,200,0,1237381689,852,28,972,148,126.08568075117371,0.028,0.852
0,0.25,0.01,0.8,200,1,3823290250,847,24,976,153,125.79693034238488,0.024,0.847
0,0.25,0.01,0.8,200,2,1070335397,861,25,975,139,123.54819976771196,0.025,0.861
0,0.25,0.01,0.8,200,3,3287506301,857,34,966,143,127.18786464410735,0.034,0.857
0,0.25,0.01,0.8,200,4,4112817178,873,24,976,127,125.74455899198168,0.024,0.873
0,0.25,0.01,0.8,200,5,354295822,867,25,975,133,123.64475201845444,0.025,0.867
0,0.25,0.01,0.8,200,6,279346755,855,23,977,145,124.5906432748538,0.023,0.855
0,0.25,0.01,0.8,200,7,3556460678,835,28,972,165,125.20958083832335,0.028,0.835
0,0.25,0.01,0.8,200,8,3095323408,843,44,956,157,123.48754448398577,0.044,0.843
0,0.25,0.01,0.8,200,9,1792233182,849,30,970,151,125.0,0.03,0.849
0,0.25,0.01,0.8,500,0,888346662,998,29,971,2,173.14629258517033,0.029,0.998
0,0.25,0.01,0.8,500,1,553822571,1000,31,969,0,172.7,0.031,1.0
0,0.25,0.01,0.8,500,2,3071364146,1000,27,973,0,173.8,0.027,1.0
0,0.25,0.01,0.8,500,3,1183311123,999,36,964,1,176.27627627627626,0.036,0.999
0,0.25,0.01,0.8,500,4,777515887,997,29,971,3,175.92778335005016,0.029,0.997
0,0.25,0.01,0.8,500,5,586971508,1000,42,958,0,173.1,0.042,1.0
0,0.25,0.01,0.8,500,6,3188639178,998,42,958,2,175.5511022044088,0.042,0.998
0,0.25,0.01,0.8,500,7,3621312878,998,36,964,2,173.64729458917836,0.036,0.998
0,0.25,0.01,0.8,500,8,2516382516,998,32,968,2,175.15030060120242,0.032,0.998
0,0.25,0.01,0.8,500,9,389835251,998,28,972,2,172.2444889779559,0.028,0.998
0,0.25,0.01,0.8,1000,0,2677679154,1000,35,965,0,233.425,0.035,1.0
0,0.25,0.01,0.8,1000,1,192374227,1000,37,963,0,228.025,0.037,1.0
0,0.25,0.01,0.8,1000,2,3089673012,1000,26,974,0,227.575,0.026,1.0
0,0.25,0.01,0.8,1000,3,3794772022,1000,26,974,0,228.475,0.026,1.0
0,0.25,0.01,0.8,1000,4,4143486675,1000,37,963,0,230.5,0.037,1.0
0,0.25,0.01,0.8,1000,5,896408910,1000,41,959,0,230.05,0.041,1.0
0,0.25,0.01,0.8,1000,6,3616704462,1000,33,967,0,232.525,0.033,1.0
0,0.25,0.01,0.8,1000,7,2866377835,1000,39,961,0,223.975,0.039,1.0
0,0.25,0.01,0.8,1000,8,489808727,1000,32,968,0,228.475,0.032,1.0
0,0.25,0.01,0.8,1000,9,2440864247,1000,29,971,0,232.525,0.029,1.0
0,0.25,0.05,0.8,200,0,3360212206,950,108,892,50,113.44736842105263,0.108,0.95
0,0.25,0.05,0.8,200,1,1079976413,952,109,891,48,113.4453781512605,0.109,0.952
0,0.25,0.05,0.8,200,2,1503137099,962,113,887,38,113.27962577962577,0.113,0.962
0,0.25,0.05,0.8,200,3,2853234623,956,113,887,44,113.33682008368201,0.113,0.956
0,0.25,0.05,0.8,200,4,1591213916,954,103,897,46,114.75366876310272,0.103,0.954
0,0.25,0.05,0.8,200,5,581609340,953,110,890,47,112.61804826862539,0.11,0.953
0,0.25,0.05,0.8,200,6,1708542163,951,112,888,49,113.48580441640378,0.112,0.951
0,0.25,0.05,0.8,200,7,804053257,962,130,870,38,114.21517671517671,0.13,0.962
0,0.25,0.05,0.8,200,8,4238459162,954,114,886,46,113.36477987421384,0.114,0.954
0,0.25,0.05,0.8,200,9,1924081349,948,92,908,52,112.13080168776371,0.092,0.948
0,0.25,0.05,0.8,500,0,2991189252,1000,152,848,0,137.2,0.152,1.0
0,0.25,0.05,0.8,500,1,985624976,1000,144,856,0,135.2,0.144,1.0
0,0.25,0.05,0.8,500,2,758374578,1000,139,861,0,137.7,0.139,1.0
0,0.25,0.05,0.8,500,3,894310548,1000,152,848,0,136.7,0.152,1.0
0,0.25,0.05,0.8,500,4,2057572383,1000,137,863,0,135.4,0.137,1.0
0,0.25,0.05,0.8,500,5,1109331217,1000,142,858,0,137.7,0.142,1.0
0,0.25,0.05,0.8,500,6,2176695439,1000,157,843,0,134.0,0.157,1.0
0,0.25,0.05,0.8,500,7,3121774381,1000,161,839,0,139.3,0.161,1.0
0,0.25,0.05,0.8,500,8,2934577356,1000,148,852,0,132.4,0.148,1.0
0,0.25,0.05,0.8,500,9,2825926154,1000,138,862,0,131.9,0.138,1.0
0,0.25,0.05,0.8,1000,0,1083023267,1000,167,833,0,167.725,0.167,1.0
0,0.25,0.05,0.8,1000,1,806734782,1000,170,830,0,167.725,0.17,1.0
0,0.25,0.05,0.8,1000,2,3870028629,1000,141,859,0,170.875,0.141,1.0
0,0.25,0.05,0.8,1000,3,2524618198,1000,152,848,0,171.325,0.152,1.0
0,0.25,0.05,0.8,1000,4,2510351025,1000,159,841,0,169.975,0.159,1.0
0,0.25,0.05,0.8,1000,5,240512234,1000,141,859,0,165.25,0.141,1.0
0,0.25,0.05,0.8,1000,6,1071267764,1000,149,851,0,168.175,0.149,1.0
0,0.25,0.05,0.8,1000,7,1893688675,1000,151,849,0,165.7,0.151,1.0
0,0.25,0.05,0.8,1000,8,1273956839,1000,143,857,0,170.2,0.143,1.0
0,0.25,0.05,0.8,1000,9,2204114068,1000,152,848,0,169.75,0.152,1.0
0,0.25,0.1,0.8,200,0,3331530616,983,190,810,17,107.80773143438454,0.19,0.983
0,0.25,0.1,0.8,200,1,2354348654,984,207,793,16,108.66361788617886,0.207,0.984
0,0.25,0.1,0.8,200,2,915437127,979,195,805,21,108.2482124616956,0.195,0.979
0,0.25,0.1,0.8,200,3,1065689194,981,204,796,19,108.91946992864425,0.204,0.981
0,0.25,0.1,0.8,200,4,318054879,982,201,799,18,108.40122199592668,0.201,0.982
0,0.25,0.1,0.8,200,5,2391416408,984,202,798,16,108.05386178861788,0.202,0.984
0,0.25,0.1,0.8,200,6,3838066725,989,184,816,11,108.19009100101113,0.184,0.989
0,0.25,0.1,0.8,200,7,1015032755,980,217,783,20,107.95918367346938,0.217,0.98
0,0.25,0.1,0.8,200,8,336239178,984,209,791,16,108.61280487804878,0.209,0.984
0,0.25,0.1,0.8,200,9,3014464205,978,212,788,22,109.45807770961146,0.212,0.978
0,0.25,0.1,0.8,500,0,2822092597,1000,241,759,0,123.0,0.241,1.0
0,0.25,0.1,0.8,500,1,545013314,1000,254,746,0,120.1,0.254,1.0
0,0.25,0.1,0.8,500,2,587258145,1000,272,728,0,122.6,0.272,1.0
0,0.25,0.1,0.8,500,3,1190750420,1000,266,734,0,120.8,0.266,1.0
0,0.25,0.1,0.8,500,4,433904029,1000,245,755,0,121.1,0.245,1.0
0,0.25,0.1,0.8,500,5,3313955920,1000,261,739,0,126.2,0.261,1.0
0,0.25,0.1,0.8,500,6,805183595,1000,244,756,0,121.5,0.244,1.0
0,0.25,0.1,0.8,500,7,2591305656,1000,281,719,0,125.1,0.281,1.0
0,0.25,0.1,0.8,500,8,1264759492,1000,245,755,0,123.2,0.245,1.0
0,0.25,0.1,0.8,500,9,2139657509,1000,239,761,0,123.5,0.239,1.0
0,0.25,0.1,0.8,1000,0,4077088107,1000,293,707,0,146.35,0.293,1.0
0,0.25,0.1,0.8,1000,1,4019710788,1000,281,719,0,138.025,0.281,1.0
0,0.25,0.1,0.8,1000,2,2444873520,1000,296,704,0,145.45,0.296,1.0
0,0.25,0.1,0.8,1000,3,3842910887,1000,287,713,0,148.6,0.287,1.0
0,0.25,0.1,0.8,1000,4,417347252,1000,278,722,0,140.5,0.278,1.0
0,0.25,0.1,0.8,1000,5,1440080474,1000,291,709,0,146.575,0.291,1.0
0,0.25,0.1,0.8,1000,6,4094348687,1000,254,746,0,146.35,0.254,1.0
0,0.25,0.1,0.8,1000,7,1350597573,1000,269,731,0,142.3,0.269,1.0
0,0.25,0.1,0.8,1000,8,2627438706,1000,293,707,0,140.95,0.293,1.0
0,0.25,0.1,0.8,1000,9,2385393091,1000,304,696,0,147.025,0.304,1.0
0,0.25,0.5,0.8,200,0,3174520550,1000,790,210,0,101.475,0.79,1.0
0,0.25,0.5,0.8,200,1,2667355988,999,793,207,1,100.67567567567568,0.793,0.999
0,0.25,0.5,0.8,200,2,1448791789,1000,783,217,0,101.625,0.783,1.0
0,0.25,0.5,0.8,200,3,1480765114,999,771,229,1,101.2012012012012,0.771,0.999
0,0.25,0.5,0.8,200,4,1056222747,1000,804,196,0,101.25,0.804,1.0
0,0.25,0.5,0.8,200,5,96463418,1000,813,187,0,101.3,0.813,1.0
0,0.25,0.5,0.8,200,6,890905719,999,788,212,1,101.25125125125125,0.788,0.999
0,0.25,0.5,0.8,200,7,3676376835,1000,801,199,0,101.4,0.801,1.0
0,0.25,0.5,0.8,200,8,753896001,999,775,225,1,101.35135135135135,0.775,0.999
0,0.25,0.5,0.8,200,9,784495001,998,791,209,2,101.55310621242485,0.791,0.998
0,0.25,0.5,0.8,500,0,1045127816,1000,876,124,0,104.2,0.876,1.0
0,0.25,0.5,0.8,500,1,1858590987,1000,857,143,0,102.5,0.857,1.0
0,0.25,0.5,0.8,500,2,1451515670,1000,867,133,0,104.2,0.867,1.0
0,0.25,0.5,0.8,500,3,1977433996,1000,863,137,0,103.0,0.863,1.0
0,0.25,0.5,0.8,500,4,2463503548,1000,864,136,0,103.8,0.864,1.0
0,0.25,0.5,0.8,500,5,1126973216,1000,889,111,0,103.1,0.889,1.0
0,0.25,0.5,0.8,500,6,236119288,1000,865,135,0,103.6,0.865,1.0
0,0.25,0.5,0.8,500,7,111797154,1000,880,120,0,102.2,0.88,1.0
0,0.25,0.5,0.8,500,8,3833254191,1000,866,134,0,103.7,0.866,1.0
0,0.25,0.5,0.8,500,9,1178521774,1000,865,135,0,103.9,0.865,1.0
0,0.25,0.5,0.8,1000,0,2277330205,1000,893,107,0,106.525,0.893,1.0
0,0.25,0.5,0.8,1000,1,9044628,1000,895,105,0,107.2,0.895,1.0
0,0.25,0.5,0.8,1000,2,4281121261,1000,893,107,0,107.65,0.893,1.0
0,0.25,0.5,0.8,1000,3,330954958,1000,896,104,0,108.1,0.896,1.0
0,0.25,0.5,0.8,1000,4,462493997,1000,912,88,0,110.125,0.912,1.0
0,0.25,0.5,0.8,1000,5,1349200817,1000,904,96,0,107.425,0.904,1.0
0,0.25,0.5,0.8,1000,6,1102946869,1000,897,103,0,109.45,0.897,1.0
0,0.25,0.5,0.8,1000,7,2044776633,1000,891,109,0,107.425,0.891,1.0
0,0.25,0.5,0.8,1000,8,1998550061,1000,905,95,0,107.65,0.905,1.0
0,0.25,0.5,0.8,1000,9,1114963216,1000,898,102,0,106.975,0.898,1.0
0,0.25,1.0,0.8,200,0,1457665809,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,1,2683393730,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,2,2171926180,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,3,66804337,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,4,3845696691,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,5,1480901076,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,6,637996766,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,7,4172030546,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,8,3000043242,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,200,9,765651442,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,0,614899989,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,1,436670265,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,2,1075192304,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,3,3283316758,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,4,1767543456,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,5,2707841997,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,6,1277560819,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,7,4245911844,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,8,922404265,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,500,9,327753843,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,0,106993908,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,1,403887606,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,2,2921502182,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,3,2701971034,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,4,918675170,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,5,2417060942,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,6,2996164856,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,7,2022260228,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,8,240483621,1000,1000,0,0,100.0,1.0,1.0
0,0.25,1.0,0.8,1000,9,1206606546,1000,1000,0,0,100.0,1.0,1.0
0,0.5,0.001,0.8,200,0,1294630318,1000,4,996,0,101.425,0.004,1.0
0,0.5,0.001,0.8,200,1,165874730,1000,0,1000,0,102.15,0.0,1.0
0,0.5,0.001,0.8,200,2,2027195578,1000,4,996,0,101.775,0.004,1.0
0,0.5,0.001,0.8,200,3,3317067240,1000,3,997,0,101.7,0.003,1.0
0,0.5,0.001,0.8,200,4,2212696570,999,2,998,1,101.77677677677677,0.002,0.999
0,0.5,0.001,0.8,200,5,2891873070,1000,0,1000,0,101.725,0.0,1.0
0,0.5,0.001,0.8,200,6,2312865768,1000,0,1000,0,101.775,0.0,1.0
0,0.5,0.001,0.8,200,7,65272163,1000,4,996,0,102.0,0.004,1.0
0,0.5,0.001,0.8,200,8,992014222,1000,2,998,0,101.925,0.002,1.0
0,0.5,0.001,0.8,200,9,1819022581,1000,5,995,0,102.15,0.005,1.0
0,0.5,0.001,0.8,500,0,2592535787,1000,7,993,0,105.7,0.007,1.0
0,0.5,0.001,0.8,500,1,4211145971,1000,5,995,0,106.2,0.005,1.0
0,0.5,0.001,0.8,500,2,133943583,1000,1,999,0,106.1,0.001,1.0
0,0.5,0.001,0.8,500,3,1094240785,1000,7,993,0,104.5,0.007,1.0
0,0.5,0.001,0.8,500,4,1477689118,1000,5,995,0,104.9,0.005,1.0
0,0.5,0.001,0.8,500,5,2955699743,1000,5,995,0,105.7,0.005,1.0
0,0.5,0.001,0.8,500,6,2444837996,1000,6,994,0,105.5,0.006,1.0
0,0.5,0.001,0.8,500,7,652210656,1000,3,997,0,105.6,0.003,1.0
0,0.5,0.001,0.8,500,8,2350654478,1000,2,998,0,106.0,0.002,1.0
0,0.5,0.001,0.8,500,9,3514996060,1000,5,995,0,105.5,0.005,1.0
0,0.5,0.001,0.8,1000,0,3423564371,1000,7,993,0,112.6,0.007,1.0
0,0.5,0.001,0.8,1000,1,4283256043,1000,2,998,0,115.525,0.002,1.0
0,0.5,0.001,0.8,1000,2,2877870514,1000,3,997,0,114.625,0.003,1.0
0,0.5,0.001,0.8,1000,3,829796736,1000,3,997,0,109.225,0.003,1.0
0,0.5,0.001,0.8,1000,4,2490987362,1000,4,996,0,114.4,0.004,1.0
0,0.5,0.001,0.8,1000,5,3166519599,1000,7,993,0,112.825,0.007,1.0
0,0.5,0.001,0.8,1000,6,2193869066,1000,4,996,0,113.725,0.004,1.0
0,0.5,0.001,0.8,1000,7,153842153,1000,2,998,0,115.975,0.002,1.0
0,0.5,0.001,0.8,1000,8,1677567953,1000,6,994,0,113.05,0.006,1.0
0,0.5,0.001,0.8,1000,9,565336966,1000,4,996,0,112.6,0.004,1.0
0,0.5,0.005,0.8,200,0,3943549795,1000,19,981,0,100.525,0.019,1.0
0,0.5,0.005,0.8,200,1,2899971755,1000,13,987,0,100.45,0.013,1.0
0,0.5,0.005,0.8,200,2,219446911,1000,19,981,0,100.5,0.019,1.0
0,0.5,0.005,0.8,200,3,3851860278,1000,23,977,0,100.625,0.023,1.0
0,0.5,0.005,0.8,200,4,2640090793,1000,10,990,0,100.6,0.01,1.0
0,0.5,0.005,0.8,200,5,3448617850,1000,15,985,0,100.55,0.015,1.0
0,0.5,0.005,0.8,200,6,1290858069,1000,14,986,0,100.45,0.014,1.0
0,0.5,0.005,0.8,200,7,813708811,1000,11,989,0,100.55,0.011,1.0
0,0.5,0.005,0.8,200,8,1953983409,1000,13,987,0,100.425,0.013,1.0
0,0.5,0.005,0.8,200,9,822238787,1000,16,984,0,100.375,0.016,1.0
0,0.5,0.005,0.8,500,0,1916382241,1000,14,986,0,102.4,0.014,1.0
0,0.5,0.005,0.8,500,1,3709322032,1000,19,981,0,101.8,0.019,1.0
0,0.5,0.005,0.8,500,2,410280093,1000,17,983,0,102.1,0.017,1.0
0,0.5,0.005,0.8,500,3,1386119064,1000,15,985,0,102.0,0.015,1.0
0,0.5,0.005,0.8,500,4,3261953569,1000,16,984,0,101.7,0.016,1.0
0,0.5,0.005,0.8,500,5,2974866500,1000,12,988,0,101.2,0.012,1.0
0,0.5,0.005,0.8,500,6,2568959370,1000,19,981,0,101.7,0.019,1.0
0,0.5,0.005,0.8,500,7,2348878672,1000,18,982,0,102.0,0.018,1.0
0,0.5,0.005,0.8,500,8,3729353686,1000,17,983,0,102.1,0.017,1.0
0,0.5,0.005,0.8,500,9,3668301882,1000,8,992,0,101.3,0.008,1.0
0,0.5,0.005,0.8,1000,0,365288191,1000,10,990,0,104.275,0.01,1.0
0,0.5,0.005,0.8,1000,1,928782966,1000,19,981,0,104.05,0.019,1.0
0,0.5,0.005,0.8,1000,2,3756064173,1000,17,983,0,104.5,0.017,1.0
0,0.5,0.005,0.8,1000,3,1778684840,1000,11,989,0,103.6,0.011,1.0
0,0.5,0.005,0.8,1000,4,2512889409,1000,6,994,0,103.6,0.006,1.0
0,0.5,0.005,0.8,1000,5,2594524693,1000,12,988,0,104.275,0.012,1.0
0,0.5,0.005,0.8,1000,6,2232142941,1000,22,978,0,104.05,0.022,1.0
0,0.5,0.005,0.8,1000,7,4287505500,1000,9,991,0,103.825,0.009,1.0
0,0.5,0.005,0.8,1000,8,580946706,1000,23,977,0,106.3,0.023,1.0
0,0.5,0.005,0.8,1000,9,2421686298,1000,18,982,0,103.825,0.018,1.0
0,0.5,0.01,0.8,200,0,1617189568,1000,27,973,0,100.5,0.027,1.0
0,0.5,0.01,0.8,200,1,418068000,1000,27,973,0,100.425,0.027,1.0
0,0.5,0.01,0.8,200,2,3924552580,1000,23,977,0,100.25,0.023,1.0
0,0.5,0.01,0.8,200,3,2637410468,1000,35,965,0,100.225,0.035,1.0
0,0.5,0.01,0.8,200,4,1959872738,1000,23,977,0,100.2,0.023,1.0
0,0.5,0.01,0.8,200,5,1376392901,1000,27,973,0,100.275,0.027,1.0
0,0.5,0.01,0.8,200,6,1981693462,1000,20,980,0,100.225,0.02,1.0
0,0.5,0.01,0.8,200,7,3233863395,1000,33,967,0,100.45,0.033,1.0
0,0.5,0.01,0.8,200,8,153479786,1000,31,969,0,100.325,0.031,1.0
0,0.5,0.01,0.8,200,9,3048785847,1000,23,977,0,100.25,0.023,1.0
0,0.5,0.01,0.8,500,0,1813090710,1000,37,963,0,101.1,0.037,1.0
0,0.5,0.01,0.8,500,1,1181115928,1000,32,968,0,101.5,0.032,1.0
0,0.5,0.01,0.8,500,2,1040856628,1000,34,966,0,101.0,0.034,1.0
0,0.5,0.01,0.8,500,3,1987127742,1000,35,965,0,101.2,0.035,1.0
0,0.5,0.01,0.8,500,4,3268764360,1000,38,962,0,100.8,0.038,1.0
0,0.5,0.01,0.8,500,5,244397018,1000,30,970,0,101.5,0.03,1.0
0,0.5,0.01,0.8,500,6,3251688899,1000,28,972,0,100.6,0.028,1.0
0,0.5,0.01,0.8,500,7,2970468411,1000,36,964,0,100.8,0.036,1.0
0,0.5,0.01,0.8,500,8,3587765128,1000,40,960,0,101.1,0.04,1.0
0,0.5,0.01,0.8,500,9,69529403,1000,29,971,0,100.9,0.029,1.0
0,0.5,0.01,0.8,1000,0,506776629,1000,29,971,0,101.575,0.029,1.0
